,learner,dataset_id,non-monotone
78,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,847,False
79,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,849,True
80,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,866,True
81,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,871,True
82,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,881,True
83,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,897,True
84,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,901,True
85,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,903,True
86,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,904,True
87,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,910,True
88,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,912,True
89,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,913,True
90,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,914,True
91,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,917,True
92,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,923,True
93,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,930,True
94,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,934,True
95,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,958,False
96,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,959,True
97,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,966,True
98,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,976,False
99,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,979,True
100,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,980,True
101,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,991,True
102,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1041,True
103,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1042,True
104,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1053,True
105,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1067,True
106,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1083,False
107,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1084,False
108,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1085,True
109,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1086,False
110,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1087,False
111,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1088,False
112,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1120,True
113,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1128,True
114,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1130,True
115,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1134,True
116,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1161,True
117,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1233,True
118,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1235,True
119,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1236,False
120,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1448,True
121,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1450,True
122,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1457,True
123,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1465,False
124,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1468,True
125,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1475,True
126,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1477,True
127,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1479,True
128,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1483,True
129,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1485,True
130,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1488,True
131,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1489,True
132,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1494,True
133,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1499,False
134,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1503,True
135,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1509,True
136,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1515,False
137,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1566,True
138,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1567,True
139,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,4134,True
140,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,4538,True
141,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,23512,True
142,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,23517,True
143,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40498,True
144,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40685,True
145,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40971,True
146,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40975,False
147,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40981,False
148,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40982,True
149,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40984,True
150,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40996,True
151,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41027,True
152,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41142,True
153,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41144,True
154,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41145,True
155,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41146,True
156,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41150,True
157,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41156,True
158,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41157,True
159,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41158,True
160,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41159,True
161,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41161,True
162,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41163,True
163,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41164,True
164,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41165,True
165,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41166,True
166,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41168,True
167,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41228,True
168,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,41972,True
169,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,42769,True
170,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,42809,True
171,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,42810,True
172,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,6,False
173,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,11,False
174,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,12,True
175,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,14,True
176,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,16,True
177,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,18,True
178,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,21,True
179,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,22,True
180,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,23,True
181,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,26,True
182,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,28,True
183,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,30,True
184,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,32,True
185,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,36,True
186,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,44,True
187,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,54,True
188,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,55,False
189,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,60,True
190,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,61,False
191,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,181,True
192,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,182,True
193,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,185,True
194,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,201,True
195,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,273,True
196,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,293,True
197,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,299,True
198,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,300,True
199,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,346,False
200,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,351,False
201,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,354,True
202,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,357,True
203,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,380,True
204,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,389,True
205,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,390,True
206,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,391,True
207,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,392,True
208,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,393,True
209,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,395,True
210,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,396,True
211,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,398,True
212,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,399,True
213,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,401,True
214,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,446,True
215,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,554,True
216,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,679,True
217,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,715,True
218,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,718,True
219,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,720,True
220,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,722,True
221,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,723,True
222,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,727,False
223,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,728,True
224,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,734,True
225,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,735,True
226,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,737,True
227,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,740,True
228,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,741,True
229,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,743,True
230,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,751,True
231,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,752,True
232,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,761,False
233,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,772,True
234,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,797,True
235,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,799,False
236,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,803,False
237,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,806,True
238,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,807,True
239,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,813,True
240,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,816,False
241,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,819,False
242,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,821,True
243,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,822,True
244,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,823,False
245,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,833,False
246,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,837,True
247,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,843,True
248,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,845,False
249,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,846,True
250,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,847,True
251,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,849,True
252,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,866,True
253,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,871,True
254,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,881,True
255,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,897,True
256,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,901,False
257,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,903,True
258,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,904,True
259,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,910,True
260,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,912,True
261,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,913,True
262,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,914,True
263,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,917,True
264,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,923,False
265,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,930,True
266,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,934,True
267,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,958,True
268,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,959,True
269,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,962,True
270,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,966,True
271,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,971,True
272,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,976,False
273,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,977,True
274,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,978,True
275,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,979,True
276,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,980,True
277,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,991,True
278,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,995,True
279,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1019,False
280,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1020,True
281,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1021,True
282,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1036,True
283,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1040,True
284,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1041,True
285,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1042,True
286,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1049,True
287,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1050,True
288,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1053,True
289,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1056,False
290,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1067,True
291,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1068,True
292,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1069,False
293,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1083,True
294,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1084,True
295,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1085,True
296,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1086,True
297,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1087,True
298,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1088,True
299,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1116,True
300,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1120,True
301,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1128,True
302,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1130,True
303,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1134,True
304,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1138,True
305,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1139,True
306,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1142,True
307,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1146,True
308,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1161,True
309,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1166,True
310,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1216,True
311,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1233,True
312,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1235,True
313,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1236,True
314,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1441,True
315,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1448,False
316,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1450,True
317,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1457,True
318,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1464,True
319,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1465,True
320,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1468,True
321,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1475,True
322,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1477,True
323,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1479,True
324,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1483,True
325,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1485,True
326,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1487,True
327,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1488,True
328,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1489,True
329,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1494,True
330,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1499,False
331,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1503,True
332,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1509,True
333,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1515,True
334,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1566,True
335,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1567,True
336,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1575,True
337,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1597,True
338,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,4134,True
339,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,4137,True
340,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,4538,True
341,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,23512,True
342,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,23517,True
343,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40498,True
344,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40685,True
345,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40701,True
346,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40900,True
347,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40910,True
348,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40971,False
349,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40975,True
350,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40981,True
351,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40982,True
352,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40983,True
353,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40984,True
354,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40994,False
355,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,40996,True
356,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41027,True
357,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41142,True
358,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41144,True
359,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41145,True
360,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41146,True
361,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41150,True
362,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41156,True
363,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41157,True
364,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41158,True
365,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41159,True
366,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41161,True
367,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41163,True
368,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41164,True
369,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41165,True
370,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41166,True
371,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41168,True
372,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41169,False
373,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41228,True
374,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,41972,True
375,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,42769,True
376,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,42809,True
377,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,42810,True
378,sklearn.linear_model.SGDClassifier,3,True
379,sklearn.linear_model.SGDClassifier,6,True
380,sklearn.linear_model.SGDClassifier,11,True
381,sklearn.linear_model.SGDClassifier,12,True
382,sklearn.linear_model.SGDClassifier,13,True
383,sklearn.linear_model.SGDClassifier,14,True
