,learner,dataset_id,non-monotone,occurrences,significance
235,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,799,False,0,0.0
236,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,803,False,0,0.0
237,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,806,True,2,0.40899795501022496
238,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,807,True,2,0.14255588359342072
239,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,813,True,1,0.5450081833060557
240,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,816,False,0,0.0
241,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,819,False,0,0.0
242,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,821,True,4,0.3037383177570093
243,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,822,True,1,0.11735121542330268
244,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,823,False,0,0.0
245,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,833,False,0,0.0
246,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,837,True,2,1.0
247,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,843,True,1,0.08655446643240236
248,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,845,False,0,0.0
249,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,846,True,2,1.0
250,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,847,True,1,0.27845363611786966
251,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,849,True,1,0.7499196399871422
252,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,866,True,3,0.5790719696969697
253,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,871,True,3,0.9520661157024791
254,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,881,True,1,1.0
255,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,897,True,3,0.394860458690246
256,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,901,False,0,0.0
257,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,903,True,2,0.1762837480148227
258,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,904,True,2,0.5770162686050536
259,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,910,True,2,1.0
260,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,912,True,3,0.7330533893221352
261,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,913,True,1,0.3121484814398199
262,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,914,True,2,0.5832083958020998
263,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,917,True,1,0.3810544363480497
264,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,923,False,0,0.0
265,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,930,True,3,0.8095505617977529
266,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,934,True,1,0.9152124096597919
267,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,958,True,2,1.0
268,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,959,True,1,0.0862455197132616
269,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,962,True,1,1.0
270,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,966,True,2,1.0
271,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,971,True,1,0.5802222222222223
272,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,976,False,0,0.0
273,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,977,True,1,0.06940063091482597
274,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,978,True,2,1.0
275,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,979,True,1,0.6977507029053421
