,learner,dataset_id,non-monotone,occurrences,significance
176,sklearn.linear_model.PassiveAggressiveClassifier,1486,True,6,0.4595640896597121
177,sklearn.linear_model.PassiveAggressiveClassifier,1487,True,4,0.845807642461612
178,sklearn.linear_model.PassiveAggressiveClassifier,1488,True,1,1.0
179,sklearn.linear_model.PassiveAggressiveClassifier,1489,True,3,0.9464878671775234
180,sklearn.linear_model.PassiveAggressiveClassifier,1494,True,2,0.3158558267334733
181,sklearn.linear_model.PassiveAggressiveClassifier,1499,True,1,0.13408537788594352
182,sklearn.linear_model.PassiveAggressiveClassifier,1503,True,1,0.9839523334692334
183,sklearn.linear_model.PassiveAggressiveClassifier,1509,True,1,0.8945217885802146
184,sklearn.linear_model.PassiveAggressiveClassifier,1515,True,1,0.6810176125244722
185,sklearn.linear_model.PassiveAggressiveClassifier,1566,True,2,0.2124442549259994
186,sklearn.linear_model.PassiveAggressiveClassifier,1567,True,3,0.6264278214387985
187,sklearn.linear_model.PassiveAggressiveClassifier,1575,True,5,0.9275648692215706
188,sklearn.linear_model.PassiveAggressiveClassifier,1590,True,3,0.8889767621868117
189,sklearn.linear_model.PassiveAggressiveClassifier,1592,True,1,0.9926868715280219
190,sklearn.linear_model.PassiveAggressiveClassifier,1597,True,4,0.7602836879432533
191,sklearn.linear_model.PassiveAggressiveClassifier,4134,True,1,0.8266125760649089
192,sklearn.linear_model.PassiveAggressiveClassifier,4135,True,1,0.5364515286124905
193,sklearn.linear_model.PassiveAggressiveClassifier,4137,False,0,0.0
194,sklearn.linear_model.PassiveAggressiveClassifier,4534,True,3,0.776232672398669
195,sklearn.linear_model.PassiveAggressiveClassifier,4538,True,3,0.9892322359934946
196,sklearn.linear_model.PassiveAggressiveClassifier,4541,True,3,0.872320797072481
197,sklearn.linear_model.PassiveAggressiveClassifier,23512,True,2,0.956344702712537
198,sklearn.linear_model.PassiveAggressiveClassifier,23517,True,3,0.5805497429538351
199,sklearn.linear_model.PassiveAggressiveClassifier,40498,True,3,0.5489481777870674
200,sklearn.linear_model.PassiveAggressiveClassifier,40664,True,1,0.9580954135199843
201,sklearn.linear_model.PassiveAggressiveClassifier,40668,True,4,0.8498673740053049
202,sklearn.linear_model.PassiveAggressiveClassifier,40670,True,1,0.6668665667166405
203,sklearn.linear_model.PassiveAggressiveClassifier,40672,True,5,0.786416306550919
204,sklearn.linear_model.PassiveAggressiveClassifier,40677,True,1,1.0
205,sklearn.linear_model.PassiveAggressiveClassifier,40685,True,7,0.623143564356439
206,sklearn.linear_model.PassiveAggressiveClassifier,40687,True,1,0.8815840184994862
207,sklearn.linear_model.PassiveAggressiveClassifier,40701,True,4,0.9066452439219639
208,sklearn.linear_model.PassiveAggressiveClassifier,40713,True,3,0.8494203629032241
209,sklearn.linear_model.PassiveAggressiveClassifier,40900,True,2,0.9907388765854632
210,sklearn.linear_model.PassiveAggressiveClassifier,40910,False,0,0.0
211,sklearn.linear_model.PassiveAggressiveClassifier,40971,True,2,0.9415470191119142
212,sklearn.linear_model.PassiveAggressiveClassifier,40975,True,1,1.0
213,sklearn.linear_model.PassiveAggressiveClassifier,40978,True,2,0.4385428253615125
214,sklearn.linear_model.PassiveAggressiveClassifier,40981,True,3,0.7529556481924446
215,sklearn.linear_model.PassiveAggressiveClassifier,40982,True,2,1.0
216,sklearn.linear_model.PassiveAggressiveClassifier,40983,True,4,0.4587397975840685
217,sklearn.linear_model.PassiveAggressiveClassifier,40984,True,4,0.589858103906382
218,sklearn.linear_model.PassiveAggressiveClassifier,40994,True,2,0.5911688311688327
219,sklearn.linear_model.PassiveAggressiveClassifier,40996,True,1,0.9141379242265708
220,sklearn.linear_model.PassiveAggressiveClassifier,41027,True,4,0.7659432387312187
221,sklearn.linear_model.PassiveAggressiveClassifier,41142,True,1,0.970829443447038
222,sklearn.linear_model.PassiveAggressiveClassifier,41143,True,1,0.9665250457370085
223,sklearn.linear_model.PassiveAggressiveClassifier,41144,True,4,0.9525616698292193
224,sklearn.linear_model.PassiveAggressiveClassifier,41145,True,3,0.919148669535068
225,sklearn.linear_model.PassiveAggressiveClassifier,41146,True,2,0.71415579892419
226,sklearn.linear_model.PassiveAggressiveClassifier,41150,True,6,0.5890036371359547
227,sklearn.linear_model.PassiveAggressiveClassifier,41156,True,4,0.891009329940629
228,sklearn.linear_model.PassiveAggressiveClassifier,41157,True,1,0.6203084084957886
229,sklearn.linear_model.PassiveAggressiveClassifier,41158,True,1,0.39462609258659903
230,sklearn.linear_model.PassiveAggressiveClassifier,41159,True,1,0.9008001629752029
231,sklearn.linear_model.PassiveAggressiveClassifier,41161,True,1,0.9004355942750506
232,sklearn.linear_model.PassiveAggressiveClassifier,41163,True,1,0.7348768954834498
233,sklearn.linear_model.PassiveAggressiveClassifier,41164,True,1,0.6829436830588511
234,sklearn.linear_model.PassiveAggressiveClassifier,41165,True,1,0.3433309760528033
235,sklearn.linear_model.PassiveAggressiveClassifier,41166,True,3,0.8909004766553726
236,sklearn.linear_model.PassiveAggressiveClassifier,41167,True,2,0.882198886317984
237,sklearn.linear_model.PassiveAggressiveClassifier,41168,True,5,0.9572057059058793
238,sklearn.linear_model.PassiveAggressiveClassifier,41169,True,3,0.8280743078085419
239,sklearn.linear_model.PassiveAggressiveClassifier,41228,True,5,0.9021028638326933
240,sklearn.linear_model.PassiveAggressiveClassifier,41972,True,2,0.16164938406955656
241,sklearn.linear_model.PassiveAggressiveClassifier,42732,True,5,0.6803123730101239
242,sklearn.linear_model.PassiveAggressiveClassifier,42733,True,2,0.6622691292875946
243,sklearn.linear_model.PassiveAggressiveClassifier,42734,True,3,0.7775764712987276
244,sklearn.linear_model.PassiveAggressiveClassifier,42742,True,5,0.595878304689556
245,sklearn.linear_model.PassiveAggressiveClassifier,42769,True,3,0.9567098398992624
246,sklearn.linear_model.PassiveAggressiveClassifier,42809,False,0,0.0
247,sklearn.linear_model.PassiveAggressiveClassifier,42810,True,1,0.3968890096454274
248,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,6,True,1,0.9952060634770248
249,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,11,True,1,0.9431522528055416
250,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,12,False,0,0.0
251,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,14,True,1,0.35508541114058373
252,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,16,True,1,0.07758848920863283
253,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,18,True,2,0.8821284144506202
254,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,21,True,1,0.976887502334316
255,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,22,True,1,0.941346296611987
256,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,23,True,1,0.9946973885771779
257,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,26,True,1,0.9968592131222961
258,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,28,True,1,0.2371555555555552
259,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,30,True,3,0.9372225251187766
260,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,32,True,1,0.9986358796912426
261,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,36,True,2,0.9240049396789226
262,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,44,True,1,0.8674575577827776
263,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,54,True,1,0.9531897926634776
264,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,55,True,1,0.6585374639769448
265,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,60,True,1,0.9738131699846854
266,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,61,True,1,0.7246109206014211
267,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,181,True,1,0.9983138886622609
268,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,182,True,1,0.985876509997673
269,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,185,True,1,0.9987700673226295
270,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,201,True,1,1.0
271,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,273,True,2,0.9918987172037727
272,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,293,True,1,0.9883187908178612
273,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,299,True,1,0.7729375861390034
274,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,300,False,0,0.0
275,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,346,True,1,0.8599235668789809
276,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,351,True,2,0.94929654668372
277,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,354,True,1,1.0
278,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,357,True,1,0.985959480745207
279,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,380,True,1,1.0
280,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,389,False,0,0.0
281,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,390,False,0,0.0
282,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,391,False,0,0.0
283,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,392,False,0,0.0
284,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,393,False,0,0.0
285,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,395,False,0,0.0
286,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,396,False,0,0.0
287,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,398,False,0,0.0
288,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,399,False,0,0.0
289,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,401,False,0,0.0
290,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,446,False,0,0.0
291,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,554,True,2,0.3240488700386152
292,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,679,True,2,0.7621955626219563
293,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,715,True,1,0.9942971876350755
294,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,718,True,1,0.7183630379432401
295,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,720,True,1,0.9940086565318448
296,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,722,True,2,0.8449216973162641
297,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,723,True,1,0.9623479946625039
298,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,727,True,1,1.0
299,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,728,True,3,1.0
300,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,734,True,1,0.9806169167530022
301,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,735,True,1,0.996647491333004
302,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,737,True,3,0.6996081624344822
303,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,740,True,1,0.9971165374167211
304,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,741,True,2,0.8921486781951903
305,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,743,True,1,0.9862076502732248
306,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,751,True,1,0.9856330351324135
307,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,752,True,1,1.0
308,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,761,True,1,0.9581348347047767
309,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,772,True,1,0.9681925319439281
310,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,797,True,1,0.9403285972900328
311,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,799,True,1,1.0
312,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,803,True,2,0.8950167744047087
313,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,806,True,1,0.9560322420490058
314,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,807,True,1,0.9978813559322036
315,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,813,True,1,0.9757573554800375
316,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,816,True,3,0.899671810225702
317,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,819,True,4,0.7275975959716305
318,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,821,True,2,0.8924159972358985
319,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,822,True,2,0.9266106608294407
320,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,823,True,1,1.0
321,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,833,True,1,0.9876839760667334
322,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,837,True,1,0.9343599886973719
323,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,843,True,3,0.5036928487690504
324,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,845,True,1,0.9973538125233696
325,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,846,True,1,0.9630123201610059
326,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,847,True,2,0.9187459494491234
327,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,849,True,1,0.9728609796649186
328,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,866,True,1,0.9560007668711651
329,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,871,True,1,0.9895529937038913
330,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,881,True,2,0.9820965651328605
331,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,897,True,1,0.9791025872987146
332,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,901,True,1,0.978399335364165
333,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,903,True,1,0.952153508650135
